city,region,province_or_prefecture,commune,prefecture_arrondissement,arrondissement,bureau_etat_civil,source_url,extraction_method,confidence,notes
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,ANNEXE AD   HAY ERRAJA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,ANNEXE AD  HAY ERRAHMA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,ANNEXE AD  HAY MY RACHID,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,ANNEXE AD  ZONE INDUSTRIELLE,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,ANNEXE EL FADLE,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,CENTRAL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,MOULAY RACHID,SADRI,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,ANNEXE AD   LALA MARYAM,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,ANNEXE AD  COMPLEXE ADMINISTRATIF,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,ANNEXE AD  DIAR ESSALAM,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,ANNEXE AD  LAHRAOUINE,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,ANNEXE ADM   SIDI OTHMANE,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,CENTRAL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,HAY SALAMA ANNEXE ADM,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,MOULAY RACHID,SIDI OTHMANE,MABROUKA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,45EME ARRON CHATII,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,46EME ARRON SIDI BERNOUSSI,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,51 EME ARRON QUODS,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,52EME ARRON TARIK,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,AL MANZAH,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,CENTRAL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI BERNOUSSI,CHAFCHAOUNI,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,70 EME ARRON :EL KARIA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,71 EME ARRON: SIDI MOUMEN,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,72EME ARRON AL AMAN,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,ABIR,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,AHL LOUGHLAM,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,AL AZHAR,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,AL BAIDA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,ANNAIM,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,ASSALAM 1,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,ASSALAM2,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,CENTRAL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,EL HADIKA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,EL MANDAR EL JAMIL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,EL WALAA,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Casablanca,Casablanca-Settat,CASABLANCA,CASABLANCA,SIDI BERNOUSSI,SIDI MOUMEN,MADINATI,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,AGDAL RIYAD,10EME ANNEXE ADMINISTRATIVE -AGDAL-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,AGDAL RIYAD,11EME ANNEXE ADMINISTRATIVE -IRFANE-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,AGDAL RIYAD,12 EME ANNEXE ADMINISTRATIVE -RIYAD-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,AGDAL RIYAD,13 EME ANNEXE ADMINISTRATIVE -ALBOUSSTANE-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,EL YOUSSOUFIA,14EME ANNEXE ADMINISTRATIVE -TAKDOUM-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,EL YOUSSOUFIA,15EME ANNEXE ADMINISTRATIVE -HAY FARAH-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,EL YOUSSOUFIA,16 EME ANNEXE ADMINISTRATIVE -ABIRAGRAG-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,EL YOUSSOUFIA,17EME ANNEXE ADMINISTRATIVE -YOUSSOUFIA-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,EL YOUSSOUFIA,18 EME ANNEXE ADMINISTRATIVE -HAY NAHDA-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,HASSAN,1ERE  ANNEXE ADMINISTRATIVE -ANCIENNE MEDINA-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,HASSAN,2EME  ANNEXE ADMINISTRATIVE -HASSAN-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,HASSAN,3EME ANNEXE ADMINISTRATIVE -OCEAN-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,HASSAN,4 EME ANNEXE ADMINISTRATIVE -AKKARI-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,HASSAN,CENTRAL,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,SOUISSI,19 EME ANNEXE ADMINISTRATIVE - IBN SINA-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,SOUISSI,20 EME ANNEXE ADMINISTRATIVE -DAR SALAM-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,SOUISSI,21EME ANNEXE ADMINISTRATIVE -ACRACHE-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,YACOUB EL MANSOUR,5 EME ANNEXE ADMINISTRATIVE -SAHRIJ-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,YACOUB EL MANSOUR,6 EME ANNEXE ADMINISTRATIVE  -RAJAA FI ALLAH-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,YACOUB EL MANSOUR,7 EME ANNEXE ADMINISTRATIVE -AMAL-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,YACOUB EL MANSOUR,8 EME ANNEXE ADMINISTRATIVE -FATH -,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Rabat,Rabat-Salé-Kénitra,RABAT,RABAT,,YACOUB EL MANSOUR,9 EME ANNEXE ADMINISTRATIVE -CHBANATE-,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 17ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 18ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 19e Annexe administrative bis,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 19ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 20ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 21ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 22ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 23ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 24ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - 24ème annexe administrative - Bis,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Béni Makada,BNI MAKADA - Bureau central,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf essouani,CHARF SOUANI - 13ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf essouani,CHARF SOUANI - 14ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf essouani,CHARF SOUANI - 15ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf essouani,CHARF SOUANI - 16ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf méghougha,CHARF MGHOGHA - 10ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf méghougha,CHARF MGHOGHA - 11ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf méghougha,CHARF MGHOGHA - 12ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf méghougha,CHARF MGHOGHA - 9e Annexe administrative bis,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Charaf méghougha,CHARF MGHOGHA - 9ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 2ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 3ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 4ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 5ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 6ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 7ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - 8ème annexe administrative,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
Tanger,Tanger-Tetouan-Al Hoceima,TANGER-ASSILAH,TANGER,,Arrondissement Tanger médina,TANGER MEDINA - Bureau central,https://www.watiqa.ma/index.php?page=citoyen.FormulaireCommande,Playwright dependent dropdown traversal of Watiqa inside-Morocco form,High,
